speed,accelerations,jerks,predictions,duration,interval,dto,ttc,col,time
0.0,0.0,0.0,0,12,0.5,100.0,50.0,0,0
0.044,0.088,0.176,0,12,0.5,17.7322,0.10777120574513965,0,1
1.036,1.984,3.792,0,12,0.5,20.0303,50.0,0,2
2.167,2.2619999999999996,0.556,0,12,0.5,21.7884,50.0,0,3
3.369,2.404000000000001,0.284,0,12,0.5,22.9445,50.0,0,4
4.631,2.524,0.24,0,12,0.5,23.4738,50.0,0,5
5.987,2.7119999999999997,0.376,0,12,0.5,23.4269,50.0,0,6
7.332,2.6899999999999995,0.044,0,12,0.5,22.7741,17.44339767156865,0,7
8.691,2.7180000000000017,0.056,0,12,0.5,21.3173,7.316481328940137,0,8
10.089,2.7959999999999994,0.156,0,12,0.5,19.1678,4.458664805768784,0,9
11.493,2.808,0.024,1,12,0.5,16.3672,2.922088123973435,0,10
7.645,-7.6960000000000015,21.008,1,12,0.5,14.1943,3.266211054351327,0,11
3.648,-7.993999999999999,0.596,0,12,0.5,13.9449,27.95689655172418,0,12
0.002,-7.292000000000001,1.404,0,12,0.5,15.7094,50.0,0,13
0.001,-0.002,14.58,0,12,0.5,18.3236,50.0,0,14
0.0,-0.002,0.0,0,12,0.5,20.9311,50.0,0,15
0.0,0.0,0.004,0,12,0.5,23.5126,50.0,0,16
0.0,0.0,0.0,0,12,0.5,26.079,50.0,0,17
0.0,0.0,0.0,0,12,0.5,28.6788,50.0,0,18
0.0,0.0,0.0,0,12,0.5,31.2276,50.0,0,19
1.037,2.074,4.148,0,12,0.5,33.5245,50.0,0,20
2.168,2.2620000000000005,0.376,0,12,0.5,35.2793,50.0,0,21
3.37,2.404,0.284,0,12,0.5,36.4683,50.0,0,22
4.632,2.523999999999999,0.24,0,12,0.5,37.1168,50.0,0,23
5.988,2.7120000000000015,0.376,0,12,0.5,37.0633,50.0,0,24
