,speed1,speed2,speed3,speed4,speed5,speed6,ScenarioID,road,reward,scenario,strategy
11_scenario_5|road4|ttc|rain_day|random,6.061,6.166,4.133,6.002,6.275,6.499,11_scenario_5,road4,ttc,rain_day,random
11_scenario_6|road4|ttc|rain_day|random,8.431,9.123,9.236,9.498,9.759,10.019,11_scenario_6,road4,ttc,rain_day,random
11_scenario_7|road4|ttc|rain_day|random,10.11,10.198,10.283,9.118,6.769,5.146,11_scenario_7,road4,ttc,rain_day,random
11_scenario_8|road4|ttc|rain_day|random,3.787,2.741,2.18,1.905,1.749,2.132,11_scenario_8,road4,ttc,rain_day,random
11_scenario_9|road4|ttc|rain_day|random,1.632,1.303,1.057,1.387,1.151,0.906,11_scenario_9,road4,ttc,rain_day,random
12_scenario_0|road4|ttc|rain_day|random,0.129,0.0,1.941,3.943,5.631,6.839,12_scenario_0,road4,ttc,rain_day,random
12_scenario_1|road4|ttc|rain_day|random,7.737,8.574,8.688,8.794,8.895,8.998,12_scenario_1,road4,ttc,rain_day,random
12_scenario_10|road4|ttc|rain_day|random,0.787,0.001,1.021,0.776,0.001,0.0,12_scenario_10,road4,ttc,rain_day,random
12_scenario_2|road4|ttc|rain_day|random,9.125,9.234,9.459,9.715,10.047,10.133,12_scenario_2,road4,ttc,rain_day,random
12_scenario_3|road4|ttc|rain_day|random,10.218,10.303,10.39,10.476,10.56,10.647,12_scenario_3,road4,ttc,rain_day,random
12_scenario_4|road4|ttc|rain_day|random,10.683,8.339,7.516,6.879,6.165,5.815,12_scenario_4,road4,ttc,rain_day,random
12_scenario_5|road4|ttc|rain_day|random,5.619,6.851,6.841,6.921,7.024,8.896,12_scenario_5,road4,ttc,rain_day,random
12_scenario_6|road4|ttc|rain_day|random,9.071,9.172,9.383,9.647,9.903,9.993,12_scenario_6,road4,ttc,rain_day,random
12_scenario_7|road4|ttc|rain_day|random,10.072,10.221,9.097,8.007,6.238,4.832,12_scenario_7,road4,ttc,rain_day,random
12_scenario_8|road4|ttc|rain_day|random,3.334,2.298,1.757,1.444,1.208,1.403,12_scenario_8,road4,ttc,rain_day,random
12_scenario_9|road4|ttc|rain_day|random,1.184,0.979,0.616,0.793,1.39,1.059,12_scenario_9,road4,ttc,rain_day,random
13_scenario_0|road4|ttc|rain_day|random,0.001,1.495,3.881,5.952,7.902,8.929,13_scenario_0,road4,ttc,rain_day,random
13_scenario_1|road4|ttc|rain_day|random,9.103,9.203,8.93,9.01,9.159,9.321,13_scenario_1,road4,ttc,rain_day,random
13_scenario_10|road4|ttc|rain_day|random,1.502,2.313,2.83,2.485,2.117,1.871,13_scenario_10,road4,ttc,rain_day,random
13_scenario_11|road4|ttc|rain_day|random,1.706,1.422,1.186,1.474,1.354,1.163,13_scenario_11,road4,ttc,rain_day,random
13_scenario_12|road4|ttc|rain_day|random,0.943,0.342,0.008,1.719,1.46,1.063,13_scenario_12,road4,ttc,rain_day,random
13_scenario_13|road4|ttc|rain_day|random,0.726,0.001,1.416,1.026,0.001,0.0,13_scenario_13,road4,ttc,rain_day,random
13_scenario_2|road4|ttc|rain_day|random,9.584,9.831,9.998,10.09,10.177,10.265,13_scenario_2,road4,ttc,rain_day,random
13_scenario_3|road4|ttc|rain_day|random,10.354,10.439,10.524,10.606,10.692,8.377,13_scenario_3,road4,ttc,rain_day,random
13_scenario_4|road4|ttc|rain_day|random,7.302,6.669,6.11,5.816,5.549,5.687,13_scenario_4,road4,ttc,rain_day,random
13_scenario_5|road4|ttc|rain_day|random,5.835,4.62,6.017,6.321,6.462,8.012,13_scenario_5,road4,ttc,rain_day,random
13_scenario_6|road4|ttc|rain_day|random,8.427,8.653,8.41,8.132,7.521,7.243,13_scenario_6,road4,ttc,rain_day,random
13_scenario_7|road4|ttc|rain_day|random,6.762,5.775,5.568,5.32,5.079,4.76,13_scenario_7,road4,ttc,rain_day,random
13_scenario_8|road4|ttc|rain_day|random,4.514,3.506,2.489,1.492,1.039,0.001,13_scenario_8,road4,ttc,rain_day,random
13_scenario_9|road4|ttc|rain_day|random,0.0,1.382,0.944,0.001,0.0,0.014,13_scenario_9,road4,ttc,rain_day,random
14_scenario_0|road4|ttc|rain_day|random,0.001,1.419,3.752,5.371,6.609,8.266,14_scenario_0,road4,ttc,rain_day,random
14_scenario_1|road4|ttc|rain_day|random,8.67,7.483,6.247,5.493,4.953,6.214,14_scenario_1,road4,ttc,rain_day,random
14_scenario_10|road4|ttc|rain_day|random,5.71,4.762,4.487,4.54,4.293,3.963,14_scenario_10,road4,ttc,rain_day,random
14_scenario_11|road4|ttc|rain_day|random,3.709,2.793,2.545,2.314,2.006,1.76,14_scenario_11,road4,ttc,rain_day,random
14_scenario_12|road4|ttc|rain_day|random,2.133,1.53,1.293,1.569,1.375,1.163,14_scenario_12,road4,ttc,rain_day,random
14_scenario_13|road4|ttc|rain_day|random,2.115,1.475,1.118,0.818,0.001,1.11,14_scenario_13,road4,ttc,rain_day,random
14_scenario_2|road4|ttc|rain_day|random,6.245,5.248,3.778,2.943,4.008,5.789,14_scenario_2,road4,ttc,rain_day,random
14_scenario_3|road4|ttc|rain_day|random,6.643,7.067,7.119,4.983,5.23,5.387,14_scenario_3,road4,ttc,rain_day,random
14_scenario_4|road4|ttc|rain_day|random,5.436,4.687,4.472,4.605,6.05,7.298,14_scenario_4,road4,ttc,rain_day,random
14_scenario_5|road4|ttc|rain_day|random,7.489,6.633,6.957,5.532,4.411,6.756,14_scenario_5,road4,ttc,rain_day,random
14_scenario_6|road4|ttc|rain_day|random,6.913,6.459,6.139,5.862,5.987,4.64,14_scenario_6,road4,ttc,rain_day,random
14_scenario_7|road4|ttc|rain_day|random,3.164,2.779,2.493,4.167,4.453,5.235,14_scenario_7,road4,ttc,rain_day,random
14_scenario_8|road4|ttc|rain_day|random,6.102,6.92,7.04,7.525,8.238,8.37,14_scenario_8,road4,ttc,rain_day,random
14_scenario_9|road4|ttc|rain_day|random,8.082,7.45,7.166,6.905,6.641,5.992,14_scenario_9,road4,ttc,rain_day,random
15_scenario_0|road4|ttc|rain_day|random,0.001,1.418,3.71,5.122,6.694,7.823,15_scenario_0,road4,ttc,rain_day,random
15_scenario_1|road4|ttc|rain_day|random,8.294,8.597,6.331,4.109,2.295,4.269,15_scenario_1,road4,ttc,rain_day,random
15_scenario_10|road4|ttc|rain_day|random,3.202,2.639,2.472,2.252,2.619,2.217,15_scenario_10,road4,ttc,rain_day,random
15_scenario_11|road4|ttc|rain_day|random,2.026,1.559,1.329,1.196,1.337,1.786,15_scenario_11,road4,ttc,rain_day,random
15_scenario_12|road4|ttc|rain_day|random,1.477,1.115,0.86,0.001,1.694,1.301,15_scenario_12,road4,ttc,rain_day,random
15_scenario_2|road4|ttc|rain_day|random,5.756,6.774,7.18,8.121,9.006,9.142,15_scenario_2,road4,ttc,rain_day,random
15_scenario_3|road4|ttc|rain_day|random,9.27,9.519,9.749,8.997,7.423,7.032,15_scenario_3,road4,ttc,rain_day,random
15_scenario_4|road4|ttc|rain_day|random,7.506,6.692,6.809,7.117,7.299,7.036,15_scenario_4,road4,ttc,rain_day,random
15_scenario_5|road4|ttc|rain_day|random,7.03,6.622,5.749,5.858,5.981,5.953,15_scenario_5,road4,ttc,rain_day,random
15_scenario_6|road4|ttc|rain_day|random,6.092,5.129,5.99,6.248,6.443,6.686,15_scenario_6,road4,ttc,rain_day,random
15_scenario_7|road4|ttc|rain_day|random,8.376,8.954,6.625,5.492,4.389,3.277,15_scenario_7,road4,ttc,rain_day,random
15_scenario_8|road4|ttc|rain_day|random,4.656,6.369,6.52,6.567,6.033,5.791,15_scenario_8,road4,ttc,rain_day,random
15_scenario_9|road4|ttc|rain_day|random,5.327,4.351,4.128,3.909,3.688,3.455,15_scenario_9,road4,ttc,rain_day,random
16_scenario_0|road4|ttc|rain_day|random,0.001,1.292,3.438,3.986,5.522,6.811,16_scenario_0,road4,ttc,rain_day,random
16_scenario_1|road4|ttc|rain_day|random,7.783,8.527,8.811,8.912,9.018,9.118,16_scenario_1,road4,ttc,rain_day,random
16_scenario_10|road4|ttc|rain_day|random,1.627,1.417,1.218,1.381,1.18,1.683,16_scenario_10,road4,ttc,rain_day,random
16_scenario_11|road4|ttc|rain_day|random,1.329,1.024,0.791,1.04,0.79,0.17,16_scenario_11,road4,ttc,rain_day,random
16_scenario_12|road4|ttc|rain_day|random,1.35,1.047,0.408,0.0,0.0,0.0,16_scenario_12,road4,ttc,rain_day,random
16_scenario_2|road4|ttc|rain_day|random,9.223,9.486,9.749,10.019,10.11,10.197,16_scenario_2,road4,ttc,rain_day,random
16_scenario_3|road4|ttc|rain_day|random,10.282,10.366,10.451,10.533,10.618,10.699,16_scenario_3,road4,ttc,rain_day,random
16_scenario_4|road4|ttc|rain_day|random,8.284,7.276,6.707,6.147,5.873,5.882,16_scenario_4,road4,ttc,rain_day,random
16_scenario_5|road4|ttc|rain_day|random,5.598,6.593,4.461,5.885,6.145,7.75,16_scenario_5,road4,ttc,rain_day,random
16_scenario_6|road4|ttc|rain_day|random,7.875,8.523,8.632,8.345,8.062,7.181,16_scenario_6,road4,ttc,rain_day,random
16_scenario_7|road4|ttc|rain_day|random,6.904,6.0,6.039,6.168,5.678,5.171,16_scenario_7,road4,ttc,rain_day,random
16_scenario_8|road4|ttc|rain_day|random,4.853,4.009,3.605,3.377,3.138,1.931,16_scenario_8,road4,ttc,rain_day,random
16_scenario_9|road4|ttc|rain_day|random,1.611,2.099,2.05,1.275,2.002,1.488,16_scenario_9,road4,ttc,rain_day,random
17_scenario_0|road4|ttc|rain_day|random,0.001,1.396,3.72,5.182,6.588,8.554,17_scenario_0,road4,ttc,rain_day,random
17_scenario_1|road4|ttc|rain_day|random,8.737,8.841,6.711,8.226,8.839,8.947,17_scenario_1,road4,ttc,rain_day,random
17_scenario_10|road4|ttc|rain_day|random,1.524,1.128,0.886,1.021,1.16,1.024,17_scenario_10,road4,ttc,rain_day,random
17_scenario_11|road4|ttc|rain_day|random,1.388,1.051,0.772,0.001,1.127,0.849,17_scenario_11,road4,ttc,rain_day,random
17_scenario_2|road4|ttc|rain_day|random,9.046,9.148,9.279,9.546,9.808,10.062,17_scenario_2,road4,ttc,rain_day,random
17_scenario_3|road4|ttc|rain_day|random,10.152,10.24,10.328,10.416,10.505,10.592,17_scenario_3,road4,ttc,rain_day,random
17_scenario_4|road4|ttc|rain_day|random,8.35,7.167,6.65,6.301,5.998,5.766,17_scenario_4,road4,ttc,rain_day,random
17_scenario_5|road4|ttc|rain_day|random,5.886,6.634,4.437,5.879,6.165,7.693,17_scenario_5,road4,ttc,rain_day,random
17_scenario_6|road4|ttc|rain_day|random,7.896,8.404,8.511,8.616,8.294,7.937,17_scenario_6,road4,ttc,rain_day,random
17_scenario_7|road4|ttc|rain_day|random,6.834,5.885,6.054,5.803,5.586,5.341,17_scenario_7,road4,ttc,rain_day,random
17_scenario_8|road4|ttc|rain_day|random,4.781,3.793,4.131,3.56,3.403,3.167,17_scenario_8,road4,ttc,rain_day,random
17_scenario_9|road4|ttc|rain_day|random,2.88,2.023,1.824,2.345,2.036,1.774,17_scenario_9,road4,ttc,rain_day,random
18_scenario_0|road4|ttc|rain_day|random,0.001,1.469,3.807,5.726,6.701,7.523,18_scenario_0,road4,ttc,rain_day,random
18_scenario_1|road4|ttc|rain_day|random,8.093,8.369,8.488,6.859,4.783,3.487,18_scenario_1,road4,ttc,rain_day,random
18_scenario_10|road4|ttc|rain_day|random,3.709,2.93,2.643,2.698,2.448,2.228,18_scenario_10,road4,ttc,rain_day,random
18_scenario_11|road4|ttc|rain_day|random,2.016,1.607,1.37,1.591,1.445,1.209,18_scenario_11,road4,ttc,rain_day,random
18_scenario_12|road4|ttc|rain_day|random,1.454,1.24,1.009,0.761,1.42,1.103,18_scenario_12,road4,ttc,rain_day,random
18_scenario_13|road4|ttc|rain_day|random,0.832,0.001,1.446,1.208,0.001,0.0,18_scenario_13,road4,ttc,rain_day,random
18_scenario_2|road4|ttc|rain_day|random,2.118,3.49,4.481,5.746,5.992,6.272,18_scenario_2,road4,ttc,rain_day,random
18_scenario_3|road4|ttc|rain_day|random,6.816,7.742,7.853,8.257,8.492,8.6,18_scenario_3,road4,ttc,rain_day,random
18_scenario_4|road4|ttc|rain_day|random,8.74,7.567,7.67,7.821,7.956,8.069,18_scenario_4,road4,ttc,rain_day,random
18_scenario_5|road4|ttc|rain_day|random,7.769,6.904,6.662,6.398,6.314,6.052,18_scenario_5,road4,ttc,rain_day,random
18_scenario_6|road4|ttc|rain_day|random,5.846,6.668,4.744,6.271,6.516,6.617,18_scenario_6,road4,ttc,rain_day,random
18_scenario_7|road4|ttc|rain_day|random,6.718,7.07,5.788,4.685,3.177,4.34,18_scenario_7,road4,ttc,rain_day,random
18_scenario_8|road4|ttc|rain_day|random,6.352,7.007,7.131,6.847,6.541,6.211,18_scenario_8,road4,ttc,rain_day,random
18_scenario_9|road4|ttc|rain_day|random,5.845,4.979,4.696,4.773,4.521,4.016,18_scenario_9,road4,ttc,rain_day,random
19_scenario_0|road4|ttc|rain_day|random,0.001,1.427,3.708,5.322,6.644,7.888,19_scenario_0,road4,ttc,rain_day,random
19_scenario_1|road4|ttc|rain_day|random,8.764,8.865,8.965,9.092,7.715,8.275,19_scenario_1,road4,ttc,rain_day,random
19_scenario_10|road4|ttc|rain_day|random,1.781,1.407,1.139,0.893,1.023,1.285,19_scenario_10,road4,ttc,rain_day,random
19_scenario_11|road4|ttc|rain_day|random,1.084,0.798,0.001,0.238,1.431,1.165,19_scenario_11,road4,ttc,rain_day,random
19_scenario_2|road4|ttc|rain_day|random,8.704,8.808,8.91,9.012,9.113,9.215,19_scenario_2,road4,ttc,rain_day,random
